Movie_ID,Year,Rank,Title,Description,Duration,Genre,Rating,Metascore,Votes,Gross_Earning_in_Mil,Director,Actor
661,2014,61,The Interview,"    Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to assassinate him.",112,Comedy,6.5,52,284134,6.11,Evan Goldberg,James Franco
662,2014,62,Taken 3,"    Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.",108,Action,6,26,163236,89.26,Olivier Megaton,Liam Neeson
663,2014,63,The Taking of Deborah Logan,"    An elderly woman battling Alzheimer's disease agrees to let a film crew document her condition, but what they discover is something far more sinister going on.",90,Horror,6, ,21606, ,Adam Robitel,Jill Larson
664,2014,64,Foxcatcher,"    U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all.",134,Biography,7,81,125136,12.1,Bennett Miller,Steve Carell
665,2014,65,The Giver,"    In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",97,Drama,6.5,47,104004,45.09,Phillip Noyce,Brenton Thwaites
666,2014,66,A Million Ways to Die in the West,"    As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",116,Comedy,6.1,44,159174,43.14,Seth MacFarlane,Seth MacFarlane
667,2014,67,Neighbors,"    After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",97,Comedy,6.3,68,263293,150.1,Nicholas Stoller,Seth Rogen
668,2014,68,Seventh Son,"    When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.",102,Action,5.5,30,66009,17.22,Sergei Bodrov,Ben Barnes
669,2014,69,Need for Speed,"    Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.",132,Action,6.5,39,153816,43.58,Scott Waugh,Aaron Paul
670,2014,70,Exodus: Gods and Kings,"    The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",150,Action,6,52,149707,65.01,Ridley Scott,Christian Bale
671,2014,71,Vampire Academy,"    Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",104,Action,5.5,31,48952,7.79,Mark Waters,Zoey Deutch
672,2014,72,Dawn of the Planet of the Apes,    A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,130,Action,7.6,79,386425,208.5,Matt Reeves,Gary Oldman
673,2014,73,Dumb and Dumber To,"    20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",109,Adventure,5.6,36,117294,86.21,Bobby Farrelly,Jim Carrey
674,2014,74,Jack Ryan: Shadow Recruit,"    Jack Ryan, as a young covert C.I.A. analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",105,Action,6.2,57,113823,50.58,Kenneth Branagh,Chris Pine
675,2014,75,The Hundred-Foot Journey,    The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.,122,Comedy,7.3,55,68573,54.24,Lasse Hallström,Helen Mirren
676,2014,76,The Monuments Men,    An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.,118,Comedy,6.1,52,116768,78.03,George Clooney,George Clooney
677,2014,77,22 Jump Street,"    After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",112,Action,7,71,315737,191.7,Phil Lord,Channing Tatum
678,2014,78,The Best of Me,    A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,118,Drama,6.7,29,58829,26.76,Michael Hoffman,James Marsden
679,2014,79,Creep,"    A young videographer answers an online ad for a one-day job in a remote town to record the last messages of a dying man. When he notices the man's odd behavior, he starts to question his intentions.",77,Horror,6.3,74,30077, ,Patrick Brice,Patrick Brice
680,2014,80,Chef,"    A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",114,Adventure,7.3,68,171277,30.64,Jon Favreau,Jon Favreau
681,2014,81,Pompeii,"    A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",105,Action,5.5,39,99362,23.22,Paul W.S. Anderson,Kit Harington
682,2014,82,The Prince,"    When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.",93,Action,4.6,19,15850, ,Brian A. Miller,Jason Patric
683,2014,83,If I Stay,"    Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",107,Drama,6.8,46,106344,50.47,R.J. Cutler,Chloë Grace Moretz
684,2014,84,A Walk Among the Tombstones,    Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,114,Action,6.5,57,104114,26.31,Scott Frank,Liam Neeson
685,2014,85,Black Sea,"    In order to make good with his former employers, a submarine captain takes a job with a shadowy backer to search the depths of the Black Sea for a submarine rumored to be loaded with gold.",114,Adventure,6.4,62,31594,1.17,Kevin Macdonald,Jude Law
686,2014,86,Teenage Mutant Ninja Turtles,"    When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",101,Action,5.8,31,191137,191.2,Jonathan Liebesman,Megan Fox
687,2014,87,Transcendence,"    A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",119,Action,6.3,42,202971,23.02,Wally Pfister,Johnny Depp
688,2014,88,This Is Where I Leave You,"    When their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens.",103,Comedy,6.6,44,64647,34.29,Shawn Levy,Jason Bateman
689,2014,89,The Loft,"    Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.",108,Mystery,6.3,24,46346,5.98,Erik Van Looy,Karl Urban
690,2014,90,She's Funny That Way,"    On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",93,Comedy,6.1,45,21907,0.09,Peter Bogdanovich,Imogen Poots
691,2014,91,Annabelle,    A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,99,Horror,5.4,37,119174,84.27,John R. Leonetti,Ward Horton
692,2014,92,Left Behind,    A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,110,Action,3.1,12,32908,14,Vic Armstrong,Nicolas Cage
693,2014,93,That Awkward Moment,"    Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",94,Comedy,6.2,36,91317,26.05,Tom Gormican,Zac Efron
694,2014,94,Horrible Bosses 2,"    Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",108,Comedy,6.3,40,142733,54.45,Sean Anders,Jason Bateman
695,2014,95,The Drop,"    Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",106,Crime,7.1,69,131010,10.72,Michaël R. Roskam,Tom Hardy
696,2014,96,Before We Go,    Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,95,Comedy,6.8,31,43980,0.04,Chris Evans,Chris Evans
697,2014,97,Kraftidioten,"    The honorable citizen Nils ploughs snow in the wild winter mountains of Norway, when his son is mistakenly murdered, Nils takes action, which ignites a war between the vegan gangster ""the Count"" and the Serbian mafia boss Papa.",116,Action,7.2,74,19796,0.05,Hans Petter Moland,Stellan Skarsgård
698,2014,98,Paddington,"    A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",95,Adventure,7.2,77,82913,76.27,Paul King,Hugh Bonneville
699,2014,99,Big Eyes,"    A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",106,Biography,7,62,76287,14.48,Tim Burton,Amy Adams
700,2014,100,3 Days to Kill,    A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,117,Action,6.2,40,80959,30.7,McG,Kevin Costner
701,2015,1,Room,"    Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",118,Drama,8.2,86,309052,14.68,Lenny Abrahamson,Brie Larson
702,2015,2,Avengers: Age of Ultron,"    When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",141,Action,7.4,66,638323,459,Joss Whedon,Robert Downey Jr.
703,2015,3,Love,"    Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",135,Drama,6,51,35456, ,Gaspar Noé,Aomi Muyock
