Movie_ID,Year,Rank,Title,Description,Duration,Genre,Rating,Metascore,Votes,Gross_Earning_in_Mil,Director,Actor
887,2016,87,How to Be Single,    A group of young adults navigate love and relationships in New York City.,110,Comedy,6.1,51,73341,46.81,Christian Ditter,Dakota Johnson
888,2016,88,Terrifier,    A maniacal clown terrorizes three young women on Halloween night and everyone else who stands in his way.,82,Horror,5.6, ,7837, ,Damien Leone,Jenna Kanell
889,2016,89,Teenage Mutant Ninja Turtles: Out of the Shadows,"    The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",112,Action,6,40,76209,82.05,Dave Green,Megan Fox
890,2016,90,War Dogs,"    Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",114,Comedy,7.1,57,150951,43.02,Todd Phillips,Jonah Hill
891,2016,91,A Monster Calls,    A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,108,Animation,7.5,76,68916,3.73,J.A. Bayona,Lewis MacDougall
892,2016,92,Assassin's Creed,"    Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.",115,Action,5.8,36,164270,54.65,Justin Kurzel,Michael Fassbender
893,2016,93,Allegiant,"    After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them.",120,Action,5.7,33,93157,66.18,Robert Schwentke,Shailene Woodley
894,2016,94,A Cure for Wellness,"    An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",146,Drama,6.4,47,68976,8.11,Gore Verbinski,Dane DeHaan
895,2016,95,Underworld: Blood Wars,"    Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.",91,Action,5.8,23,61870,30.35,Anna Foerster,Kate Beckinsale
896,2016,96,Dirty Grandpa,"    Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",102,Comedy,5.9,21,99511,35.54,Dan Mazer,Robert De Niro
897,2016,97,Deepwater Horizon,"    A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",107,Action,7.1,68,131112,61.28,Peter Berg,Mark Wahlberg
898,2016,98,The Boy,"    An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",97,Horror,6,42,67702,35.79,William Brent Bell,Lauren Cohan
899,2016,99,Resident Evil: The Final Chapter,"    Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",107,Action,5.6,49,73563,26.83,Paul W.S. Anderson,Milla Jovovich
900,2016,100,Mike and Dave Need Wedding Dates,"    Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo.",98,Adventure,6,51,73718,46.01,Jake Szymanski,Zac Efron
901,2017,1,Get Out,"    A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",104,Horror,7.7,84,378883,176,Jordan Peele,Daniel Kaluuya
902,2017,2,Thor: Ragnarok,"    Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",130,Action,7.9,74,445999,315,Taika Waititi,Chris Hemsworth
903,2017,3,The Greatest Showman,    Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,105,Biography,7.6,48,193137,174.3,Michael Gracey,Hugh Jackman
904,2017,4,Kong: Skull Island,"    After the Vietnam war, a team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",118,Action,6.6,62,230471,168,Jordan Vogt-Roberts,Tom Hiddleston
905,2017,5,Wonder Woman,"    When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",141,Action,7.5,76,472952,412.5,Patty Jenkins,Gal Gadot
906,2017,6,Spider-Man: Homecoming,"    Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",133,Action,7.5,73,400636,334.2,Jon Watts,Tom Holland
907,2017,7,Justice League,"    Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",120,Action,6.5,45,318428,229,Zack Snyder,Ben Affleck
908,2017,8,Guardians of the Galaxy Vol. 2,"    The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",136,Action,7.7,67,455866,389.8,James Gunn,Chris Pratt
909,2017,9,Jumanji: Welcome to the Jungle,"    Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",119,Action,7,58,234467,404.5,Jake Kasdan,Dwayne Johnson
910,2017,10,Beauty and the Beast,"    A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",129,Family,7.2,65,231873,504,Bill Condon,Emma Watson
911,2017,11,Blade Runner 2049,"    A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",164,Drama,8,81,367270,92.05,Denis Villeneuve,Harrison Ford
912,2017,12,Ghost in the Shell,"    In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",107,Action,6.4,52,172532,40.53,Rupert Sanders,Scarlett Johansson
913,2017,13,Papillon,"    Wrongfully convicted for murder, Henri Charriere forms an unlikely relationship with fellow inmate and quirky convicted counterfeiter Louis Dega, in an attempt to escape from the notorious penal colony on Devil's Island.",133,Adventure,7.1,51,29131,2.34,Michael Noer,Charlie Hunnam
914,2017,14,The Shape of Water,"    At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",123,Adventure,7.3,87,297095,63.86,Guillermo del Toro,Sally Hawkins
915,2017,15,It,"    In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",135,Horror,7.4,69,343511,327.4,Andy Muschietti,Bill Skarsgård
916,2017,16,"Three Billboards Outside Ebbing, Missouri",    A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,115,Crime,8.2,88,330294,54.51,Martin McDonagh,Frances McDormand
917,2017,17,Life,    A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,104,Horror,6.6,54,178538,30.23,Daniel Espinosa,Jake Gyllenhaal
918,2017,18,I'm Not Here,"    A man struggles with the tragic memories of his past to make sense of his present, but soon realizes that time isn't the enemy he thinks it is.",81,Drama,5.6,45,385, ,Michelle Schumacher,J.K. Simmons
919,2017,19,Baywatch,"    Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",116,Action,5.6,37,130915,58.06,Seth Gordon,Dwayne Johnson
920,2017,20,Star Wars: Episode VIII - The Last Jedi,"    Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",152,Action,7.2,85,450476,620.1,Rian Johnson,Daisy Ridley
921,2017,21,Call Me by Your Name,"    In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",132,Drama,7.9,93,147771,18.1,Luca Guadagnino,Armie Hammer
922,2017,22,The Upside,    A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.,126,Comedy,6.4,46,12988,106.2,Neil Burger,Kevin Hart
923,2017,23,Wonder,"    Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",113,Drama,8,66,107813,132.4,Stephen Chbosky,Jacob Tremblay
924,2017,24,Power Rangers,"    A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",124,Action,6,44,90144,85.07,Dean Israelite,Dacre Montgomery
925,2017,25,Pirates of the Caribbean: Dead Men Tell No Tales,    Captain Jack Sparrow searches for the trident of Poseidon while being pursued by an undead sea captain and his crew.,129,Action,6.6,39,222481,172.5,Joachim Rønning,Johnny Depp
926,2017,26,The Mummy,"    An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",110,Action,5.5,34,149983,80.1,Alex Kurtzman,Tom Cruise
927,2017,27,Logan,"    In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",137,Action,8.1,77,543440,226.2,James Mangold,Hugh Jackman
928,2017,28,The Wife,"    A wife questions her life choices as she travels to Stockholm with her husband, where he is slated to receive the Nobel Prize for Literature.",99,Drama,7.2,77,21426,9.58,Björn Runge,Glenn Close
929,2017,29,Unicorn Store,    A woman named Kit receives a mysterious invitation that would fulfill her childhood dreams.,92,Comedy,4.3,46,492, ,Brie Larson,Brie Larson
930,2017,30,King Arthur: Legend of the Sword,"    Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",126,Action,6.8,41,164885,39.18,Guy Ritchie,Charlie Hunnam
931,2017,31,Dunkirk,"    Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",106,Action,7.9,94,454527,188.3,Christopher Nolan,Fionn Whitehead
932,2017,32,Baby Driver,"    After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",112,Action,7.6,86,351447,107.8,Edgar Wright,Ansel Elgort
933,2017,33,Happy Death Day,"    A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.",96,Horror,6.5,58,81304,55.68,Christopher Landon,Jessica Rothe
934,2017,34,Transformers: The Last Knight,"    A deadly threat from Earth's history reappears, and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",154,Action,5.2,27,115552,130.1,Michael Bay,Mark Wahlberg
935,2017,35,Alien: Covenant,"    The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",122,Horror,6.4,65,222010,74.26,Ridley Scott,Michael Fassbender
936,2017,36,Murder on the Orient Express,"    When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",114,Crime,6.5,52,174397,102.8,Kenneth Branagh,Kenneth Branagh
937,2017,37,Mother!,"    A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",121,Drama,6.6,75,151245,17.8,Darren Aronofsky,Jennifer Lawrence
938,2017,38,Coco,"    Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",105,Animation,8.4,81,263285,209.7,Lee Unkrich,Anthony Gonzalez
939,2017,39,Lady Bird,"    In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",94,Comedy,7.4,94,171267,48.96,Greta Gerwig,Saoirse Ronan
940,2017,40,Molly's Game,"    The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",140,Biography,7.5,71,100336,28.78,Aaron Sorkin,Jessica Chastain
941,2017,41,Wind River,    A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,107,Crime,7.7,73,163864,33.8,Taylor Sheridan,Kelsey Asbille
942,2017,42,The Glass Castle,    A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,127,Biography,7.2,56,22474,17.27,Destin Daniel Cretton,Brie Larson
943,2017,43,"I, Tonya","    Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",120,Biography,7.5,77,135987,30.01,Craig Gillespie,Margot Robbie
944,2017,44,Kingsman: The Golden Circle,"    When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.",141,Action,6.8,44,223530,100.2,Matthew Vaughn,Taron Egerton
945,2017,45,You Were Never Really Here,"    A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",89,Crime,6.8,84,67027,2.52,Lynne Ramsay,Joaquin Phoenix
946,2017,46,Gifted,"    Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",101,Drama,7.6,60,80018,24.8,Marc Webb,Chris Evans
947,2017,47,John Wick: Chapter 2,"    After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",122,Action,7.5,75,265174,92.03,Chad Stahelski,Keanu Reeves
948,2017,48,Aterrados,"    When strange events occur in a neighborhood in Buenos Aires, a doctor specializing in the paranormal, her colleague, and an ex police officer decide to investigate further.",87,Horror,6.5, ,4648, ,Demián Rugna,Maximiliano Ghione
949,2017,49,The Killing of a Sacred Deer,"    Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.",121,Drama,7,73,86280,2.29,Yorgos Lanthimos,Barry G. Bernson
950,2017,50,Bright,    A detective must work with an Orc to find a powerful wand before evil creatures do.,117,Action,6.4,29,144963, ,David Ayer,Will Smith
951,2017,51,Der Mann aus dem Eis,"    The _tztal Alps, more than 5300 years ago. A Neolithic clan has settled near a creek. It is their leader Kelab's responsibility to be the keeper of the group's holy shrine Tineka. While ...                See full summary_»",96,Drama,6.2,49,759,0,Felix Randau,Jürgen Vogel
952,2017,52,The Snowman,    Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,119,Crime,5.1,23,46213,6.67,Tomas Alfredson,Michael Fassbender
953,2017,53,Gerald's Game,"    While trying to spice up their marriage in their remote lake house, Jessie must fight to survive when her husband dies unexpectedly, leaving her handcuffed to their bed frame.",103,Drama,6.6,77,62689, ,Mike Flanagan,Carla Gugino
954,2017,54,The Hitman's Bodyguard,"    The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.",118,Action,6.9,47,157648,75.47,Patrick Hughes,Ryan Reynolds
955,2017,55,Darkest Hour,"    In May 1940, the fate of Western Europe hangs on British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean a humiliating defeat for Britain and its empire.",125,Biography,7.4,75,132467,56.44,Joe Wright,Gary Oldman
956,2017,56,Disobedience,"    A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.",114,Drama,6.6,74,17178,3.48,Sebastián Lelio,Rachel Weisz
957,2017,57,The Fate of the Furious,"    When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",136,Action,6.7,56,175967,226,F. Gary Gray,Vin Diesel
958,2017,58,Hostiles,"    In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.",134,Adventure,7.2,65,50433,29.82,Scott Cooper,Scott Shepherd
959,2017,59,Fifty Shades Darker,"    While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",118,Drama,4.6,33,79962,114.3,James Foley,Dakota Johnson
960,2017,60,First Reformed,"    A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",113,Drama,7.1,85,30553,3.45,Paul Schrader,Ethan Hawke
961,2017,61,Phantom Thread,"    Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",130,Drama,7.5,90,83130,21.02,Paul Thomas Anderson,Vicky Krieps
962,2017,62,Valerian and the City of a Thousand Planets,"    A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",137,Action,6.5,51,136510,41.19,Luc Besson,Dane DeHaan
963,2017,63,Pitch Perfect 3,"    Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.",93,Comedy,5.8,40,43323,104.9,Trish Sie,Anna Kendrick
964,2017,64,Only the Brave,"    Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",134,Action,7.7,72,43554,18.34,Joseph Kosinski,Josh Brolin
965,2017,65,The Disaster Artist,"    When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",104,Biography,7.4,76,108263,21.12,James Franco,James Franco
966,2017,66,What Happened to Monday,"    In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",123,Action,6.9,47,82428, ,Tommy Wirkola,Noomi Rapace
967,2017,67,Atomic Blonde,    An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,115,Action,6.7,63,146067,51.57,David Leitch,Charlize Theron
968,2017,68,The Post,    A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between the press and the government.,116,Biography,7.2,83,104628,81.9,Steven Spielberg,Meryl Streep
969,2017,69,Logan Lucky,    Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,118,Comedy,7,78,103398,27.78,Steven Soderbergh,Channing Tatum
970,2017,70,Professor Marston and the Wonder Women,"    The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.",108,Biography,7.1,68,17193,1.58,Angela Robinson,Luke Evans
971,2017,71,CHIPS,"    A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.",100,Action,6,28,36003,18.59,Dax Shepard,Michael Peña
972,2017,72,The Ritual,"    A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",94,Horror,6.3,57,51713, ,David Bruckner,Rafe Spall
973,2017,73,The Death of Stalin,"    Moscow, 1953. After being in power for nearly 30 years, Soviet dictator Josef Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.",107,Comedy,7.2,88,59912,8.04,Armando Iannucci,Steve Buscemi
974,2017,74,Geostorm,"    When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.",109,Action,5.3,21,76130,33.7,Dean Devlin,Gerard Butler
975,2017,75,Shot Caller,    A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,121,Crime,7.3,59,56584, ,Ric Roman Waugh,Nikolaj Coster-Waldau
976,2017,76,Mary Shelley,"    Life and facts of Mary Wollstonecraft Godwin, who at 16 met 21 year old poet Percy Shelley, resulting in the writing of Frankenstein.",120,Biography,6.4,49,7648,0.1,Haifaa Al-Mansour,Elle Fanning
977,2017,77,The Dark Tower,"    The last Gunslinger: Roland Deschain, has been locked in an eternal battle with Walter O'Dim, also known as the Man in Black, and determined to prevent him from toppling the Dark Tower that holds the universe together. With the fate of the world at stake, good and evil will collide in the ultimate battle, as only Roland can defend the Tower from the Man in Black.",95,Action,5.7,34,104010,50.7,Nikolaj Arcel,Idris Elba
978,2017,78,Basmati Blues,    A brilliant scientist is plucked out of the company lab and sent to India to sell the genetically modified rice she created - which she doesn't realize will destroy the farmers she thinks she's helping.,106,Comedy,3.7,30,1001, ,Dan Baron,Brie Larson
979,2017,79,Going in Style,"    Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",96,Comedy,6.6,50,64395,45,Zach Braff,Michael Caine
980,2017,80,Mudbound,"    Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.",134,Drama,7.4,85,32847, ,Dee Rees,Carey Mulligan
981,2017,81,All the Money in the World,    The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,132,Biography,6.8,72,58346,25.11,Ridley Scott,Michelle Williams
982,2017,82,Hot Summer Nights,"    Circa 1980s, a sheltered teenage boy comes of age during a wild summer he spends in Cape Cod getting rich from selling pot to gangsters, falling in love for the first time, partying and eventually realizing that he is in over his head.",107,Comedy,6.4,44,7103, ,Elijah Bynum,Timothée Chalamet
983,2017,83,The Florida Project,"    Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",111,Drama,7.6,92,69617,5.9,Sean Baker,Brooklynn Prince
984,2017,84,Revenge,"    Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men.",108,Action,6.3,81,25147,0.1,Coralie Fargeat,Matilda Anna Ingrid Lutz
985,2017,85,A Dog's Purpose,    A dog looks to discover his purpose in life over the course of several lifetimes and owners.,100,Adventure,7.1,43,51402,64.51,Lasse Hallström,Josh Gad
986,2017,86,Before I Fall,"    February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.",98,Drama,6.4,58,38231,12.23,Ry Russo-Young,Zoey Deutch
987,2017,87,The Foreigner,"    A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.",113,Action,7,55,79282,34.39,Martin Campbell,Katie Leung
988,2017,88,Stratton,    A British Special Boat Service commando tracks down an international terrorist cell.,95,Action,4.8,26,3465, ,Simon West,Dominic Cooper
989,2017,89,War for the Planet of the Apes,"    After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",140,Action,7.5,82,197040,146.8,Matt Reeves,Andy Serkis
990,2017,90,American Made,"    The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",115,Action,7.2,65,126515,51.34,Doug Liman,Tom Cruise
991,2017,91,My Friend Dahmer,    A young Jeffrey Dahmer struggles to belong in high school.,107,Biography,6.3,68,10305,1.36,Marc Meyers,Ross Lynch
992,2017,92,Downsizing,"    A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.",135,Drama,5.7,63,72697,24.45,Alexander Payne,Matt Damon
993,2017,93,On Chesil Beach,"    Based on Ian McEwan's novel. In 1962 England, a young couple find their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",110,Drama,6.3,62,5688,0.75,Dominic Cooke,Billy Howle
994,2017,94,Annabelle: Creation,"    Twelve years after the tragic death of their little girl, a doll-maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they become the target of the doll-maker's possessed creation, Annabelle.",109,Horror,6.5,62,86813,102,David F. Sandberg,Anthony LaPaglia
995,2017,95,Ferdinand,"    After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.",108,Animation,6.7,58,38827,84.41,Carlos Saldanha,John Cena
996,2017,96,Deadly Detention,    5 high school students Irving Saturday detention in a former Correction Facility must find a way to outsmart and unseen Menace out to kill them,90,Comedy,3.6, ,692, ,Blair Hayes,Alex Frnka
997,2017,97,It Comes at Night,"    Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",91,Horror,6.2,78,67245,13.99,Trey Edward Shults,Joel Edgerton
998,2017,98,The Space Between Us,"    The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be.",120,Adventure,6.4,33,39976,7.83,Peter Chelsom,Gary Oldman
999,2017,99,1922,"    A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.",102,Crime,6.3,70,34732, ,Zak Hilditch,Thomas Jane
1000,2017,100,The Babysitter,    The events of one evening take an unexpected turn for the worst for a young boy trying to spy on his babysitter.,85,Comedy,6.3, ,44447, ,McG,Judah Lewis
1001,2018,1,Aquaman,"    Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",143,Action,7.2,55,207865,334.5,James Wan,Jason Momoa
1002,2018,2,Green Book,    A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,130,Biography,8.3,69,154926,83.28,Peter Farrelly,Viggo Mortensen
1003,2018,3,Bohemian Rhapsody,"    The story of the legendary rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",134,Biography,8.1,49,308561,215.8,Bryan Singer,Rami Malek
1004,2018,4,Spider-Man: Into the Spider-Verse,"    Teen Miles Morales becomes Spider-Man of his reality, crossing his path with five counterparts from other dimensions to stop a threat for all realities.",117,Animation,8.6,87,157351,189.6,Bob Persichetti,Shameik Moore
1005,2018,5,Avengers: Infinity War,    The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,149,Action,8.5,68,607800,678.8,Anthony Russo,Robert Downey Jr.
1006,2018,6,A Star Is Born,    A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,136,Drama,7.8,88,222121,215.1,Bradley Cooper,Lady Gaga
1007,2018,7,The Favourite,"    In early 18th century England, a frail Queen Anne occupies the throne and her close friend, Lady Sarah, governs the country in her stead. When a new servant, Abigail, arrives, her charm endears her to Sarah.",119,Biography,7.7,90,97062,34.1,Yorgos Lanthimos,Olivia Colman
1008,2018,8,Fantastic Beasts: The Crimes of Grindelwald,"    The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",134,Adventure,6.7,52,142828,159.5,David Yates,Eddie Redmayne
1009,2018,9,Mary Poppins Returns,"    Decades after her original visit, the magical nanny returns to help the Banks siblings and Michael's children through a difficult time in their lives.",130,Comedy,7,66,40351,171.7,Rob Marshall,Emily Blunt
1010,2018,10,Instant Family,    A couple find themselves in over their heads when they foster three children.,118,Comedy,7.4,57,32796,67.36,Sean Anders,Mark Wahlberg
1011,2018,11,A.I. Rising,    An intimate relationship between a human and an android tests the boundaries of human nature.,85,Drama,6.4, ,4238, ,Lazar Bodroza,Sebastian Cavazza
1012,2018,12,Jurassic World: Fallen Kingdom,"    When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",128,Action,6.2,51,205804,417.7,J.A. Bayona,Chris Pratt
1013,2018,13,Vice,"    The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.",132,Biography,7.2,61,52051,47.81,Adam McKay,Christian Bale
1014,2018,14,Mortal Engines,"    In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.",128,Action,6.2,44,54033,15.95,Christian Rivers,Hera Hilmar
