	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
94	The Wave	(2008)	107 min	"
Drama, Thriller            "	7.6	NA	94523	NA	Dennis Gansel	/name/nm0304541/?ref_=adv_li_dr_0	Jürgen Vogel	/name/nm0900915/?ref_=adv_li_st_0	Frederick Lau	/name/nm1035643/?ref_=adv_li_st_1
95	City of Ember	(2008)	90 min	"
Adventure, Family, Fantasy            "	6.5	58	59360	$7.87M	Gil Kenan	/name/nm1481493/?ref_=adv_li_dr_0	Saoirse Ronan	/name/nm1519680/?ref_=adv_li_st_0	Toby Jones	/name/nm0429363/?ref_=adv_li_st_1
96	Angus, Thongs and Perfect Snogging	(2008)	100 min	"
Comedy, Drama, Romance            "	6.3	NA	23714	NA	Gurinder Chadha	/name/nm0149446/?ref_=adv_li_dr_0	Georgia Groome	/name/nm2102872/?ref_=adv_li_st_0	Aaron Taylor-Johnson	/name/nm1093951/?ref_=adv_li_st_1
97	The Forbidden Kingdom	(2008)	104 min	"
Action, Adventure, Fantasy            "	6.6	57	96398	$52.08M	Rob Minkoff	/name/nm0591450/?ref_=adv_li_dr_0	Jackie Chan	/name/nm0000329/?ref_=adv_li_st_0	Jet Li	/name/nm0001472/?ref_=adv_li_st_1
98	Max Payne	(2008)	100 min	"
Action, Crime, Drama            "	5.4	31	117162	$40.69M	John Moore	/name/nm0601382/?ref_=adv_li_dr_0	Mark Wahlberg	/name/nm0000242/?ref_=adv_li_st_0	Mila Kunis	/name/nm0005109/?ref_=adv_li_st_1
99	Transsiberian	(2008)	111 min	"
Crime, Drama, Mystery            "	6.7	72	47548	$2.20M	Brad Anderson	/name/nm0026442/?ref_=adv_li_dr_0	Woody Harrelson	/name/nm0000437/?ref_=adv_li_st_0	Emily Mortimer	/name/nm0607865/?ref_=adv_li_st_1
	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
0	Inglourious Basterds	(2009)	153 min	"
Adventure, Drama, War            "	8.3	69	1105697	$120.54M	Quentin Tarantino	/name/nm0000233/?ref_=adv_li_dr_0	Brad Pitt	/name/nm0000093/?ref_=adv_li_st_0	Diane Kruger	/name/nm1208167/?ref_=adv_li_st_1
1	Watchmen	(2009)	162 min	"
Action, Drama, Mystery            "	7.6	56	451291	$107.51M	Zack Snyder	/name/nm0811583/?ref_=adv_li_dr_0	Jackie Earle Haley	/name/nm0355097/?ref_=adv_li_st_0	Patrick Wilson	/name/nm0933940/?ref_=adv_li_st_1
2	Avatar	(2009)	162 min	"
Action, Adventure, Fantasy            "	7.8	83	1034323	$760.51M	James Cameron	/name/nm0000116/?ref_=adv_li_dr_0	Sam Worthington	/name/nm0941777/?ref_=adv_li_st_0	Zoe Saldana	/name/nm0757855/?ref_=adv_li_st_1
3	The Hangover	(2009)	100 min	"
Comedy            "	7.7	73	664861	$277.32M	Todd Phillips	/name/nm0680846/?ref_=adv_li_dr_0	Zach Galifianakis	/name/nm0302108/?ref_=adv_li_st_0	Bradley Cooper	/name/nm0177896/?ref_=adv_li_st_1
4	Sherlock Holmes	(2009)	128 min	"
Action, Adventure, Crime            "	7.6	57	544903	$209.03M	Guy Ritchie	/name/nm0005363/?ref_=adv_li_dr_0	Robert Downey Jr.	/name/nm0000375/?ref_=adv_li_st_0	Jude Law	/name/nm0000179/?ref_=adv_li_st_1
5	Friday the 13th	(2009)	97 min	"
Horror, Mystery, Thriller            "	5.6	34	88293	$65.00M	Marcus Nispel	/name/nm1197971/?ref_=adv_li_dr_0	Jared Padalecki	/name/nm0655585/?ref_=adv_li_st_0	Amanda Righetti	/name/nm1119462/?ref_=adv_li_st_1
6	X-Men Origins: Wolverine	(2009)	107 min	"
Action, Adventure, Sci-Fi            "	6.6	40	432021	$179.88M	Gavin Hood	/name/nm0004303/?ref_=adv_li_dr_0	Hugh Jackman	/name/nm0413168/?ref_=adv_li_st_0	Liev Schreiber	/name/nm0000630/?ref_=adv_li_st_1
7	Observe and Report	(2009)	86 min	"
Comedy, Crime, Drama            "	5.8	54	56792	$23.99M	Jody Hill	/name/nm2095817/?ref_=adv_li_dr_0	Seth Rogen	/name/nm0736622/?ref_=adv_li_st_0	Anna Faris	/name/nm0267506/?ref_=adv_li_st_1
8	Zombieland	(2009)	88 min	"
Adventure, Comedy, Horror            "	7.6	73	453751	$75.59M	Ruben Fleischer	/name/nm0281508/?ref_=adv_li_dr_0	Jesse Eisenberg	/name/nm0251986/?ref_=adv_li_st_0	Emma Stone	/name/nm1297015/?ref_=adv_li_st_1
9	Star Trek	(2009)	127 min	"
Action, Adventure, Sci-Fi            "	8.0	82	554350	$257.73M	J.J. Abrams	/name/nm0009190/?ref_=adv_li_dr_0	Chris Pine	/name/nm1517976/?ref_=adv_li_st_0	Zachary Quinto	/name/nm0704270/?ref_=adv_li_st_1
10	Harry Potter and the Half-Blood Prince	(2009)	153 min	"
Adventure, Family, Fantasy            "	7.6	78	413638	$301.96M	David Yates	/name/nm0946734/?ref_=adv_li_dr_0	Daniel Radcliffe	/name/nm0705356/?ref_=adv_li_st_0	Emma Watson	/name/nm0914612/?ref_=adv_li_st_1
11	Law Abiding Citizen	(2009)	109 min	"
Crime, Drama, Thriller            "	7.4	34	250763	$73.34M	F. Gary Gray	/name/nm0336620/?ref_=adv_li_dr_0	Gerard Butler	/name/nm0124930/?ref_=adv_li_st_0	Jamie Foxx	/name/nm0004937/?ref_=adv_li_st_1
12	The Blind Side	(2009)	129 min	"
Biography, Drama, Sport            "	7.7	53	264932	$255.96M	John Lee Hancock	/name/nm0359387/?ref_=adv_li_dr_0	Quinton Aaron	/name/nm2466842/?ref_=adv_li_st_0	Sandra Bullock	/name/nm0000113/?ref_=adv_li_st_1
13	The Lovely Bones	(2009)	135 min	"
Drama, Fantasy, Thriller            "	6.7	42	144670	$43.82M	Peter Jackson	/name/nm0001392/?ref_=adv_li_dr_0	Rachel Weisz	/name/nm0001838/?ref_=adv_li_st_0	Mark Wahlberg	/name/nm0000242/?ref_=adv_li_st_1
14	17 Again	(2009)	102 min	"
Comedy, Drama, Fantasy            "	6.4	48	165889	$64.17M	Burr Steers	/name/nm0824882/?ref_=adv_li_dr_0	Zac Efron	/name/nm1374980/?ref_=adv_li_st_0	Matthew Perry	/name/nm0001612/?ref_=adv_li_st_1
15	Up	(2009)	96 min	"
Animation, Adventure, Comedy            "	8.2	88	834748	$293.00M	Pete Docter	/name/nm0230032/?ref_=adv_li_dr_0	Edward Asner	/name/nm0000799/?ref_=adv_li_st_0	Jordan Nagai	/name/nm2973712/?ref_=adv_li_st_1
16	Public Enemies	(2009)	140 min	"
Biography, Crime, Drama            "	7.0	70	260149	$97.10M	Michael Mann	/name/nm0000520/?ref_=adv_li_dr_0	Christian Bale	/name/nm0000288/?ref_=adv_li_st_0	Johnny Depp	/name/nm0000136/?ref_=adv_li_st_1
17	Orphan	(2009)	123 min	"
Horror, Mystery, Thriller            "	7.0	42	173794	$41.60M	Jaume Collet-Serra	/name/nm1429471/?ref_=adv_li_dr_0	Vera Farmiga	/name/nm0267812/?ref_=adv_li_st_0	Peter Sarsgaard	/name/nm0765597/?ref_=adv_li_st_1
18	District 9	(2009)	112 min	"
Action, Sci-Fi, Thriller            "	7.9	81	600547	$115.65M	Neill Blomkamp	/name/nm0088955/?ref_=adv_li_dr_0	Sharlto Copley	/name/nm1663205/?ref_=adv_li_st_0	David James	/name/nm3107870/?ref_=adv_li_st_1
19	Splice	(2009)	104 min	"
Drama, Horror, Sci-Fi            "	5.7	66	87285	$17.00M	Vincenzo Natali	/name/nm0622112/?ref_=adv_li_dr_0	Adrien Brody	/name/nm0004778/?ref_=adv_li_st_0	Sarah Polley	/name/nm0001631/?ref_=adv_li_st_1
20	Moon	(2009)	97 min	"
Drama, Mystery, Sci-Fi            "	7.9	67	309880	$5.01M	Duncan Jones	/name/nm1512910/?ref_=adv_li_dr_0	Sam Rockwell	/name/nm0005377/?ref_=adv_li_st_0	Kevin Spacey	/name/nm0000228/?ref_=adv_li_st_1
21	Enter the Void	(2009)	161 min	"
Drama, Fantasy            "	7.3	69	60257	$0.34M	Gaspar Noé	/name/nm0637615/?ref_=adv_li_dr_0	Nathaniel Brown	/name/nm1140926/?ref_=adv_li_st_0	Paz de la Huerta	/name/nm0209289/?ref_=adv_li_st_1
22	Trash Humpers	(2009)	78 min	"
Comedy, Drama, Horror            "	5.1	33	3810	NA	Harmony Korine	/name/nm0005101/?ref_=adv_li_dr_0	Rachel Korine	/name/nm2540339/?ref_=adv_li_st_0	Brian Kotzur	/name/nm2555547/?ref_=adv_li_st_1
23	He's Just Not That Into You	(2009)	129 min	"
Comedy, Drama, Romance            "	6.4	47	148926	$93.95M	Ken Kwapis	/name/nm0477129/?ref_=adv_li_dr_0	Ginnifer Goodwin	/name/nm0329481/?ref_=adv_li_st_0	Jennifer Aniston	/name/nm0000098/?ref_=adv_li_st_1
24	Couples Retreat	(2009)	113 min	"
Comedy            "	5.5	23	94127	$109.21M	Peter Billingsley	/name/nm0082526/?ref_=adv_li_dr_0	Vince Vaughn	/name/nm0000681/?ref_=adv_li_st_0	Malin Akerman	/name/nm0015196/?ref_=adv_li_st_1
25	Terminator Salvation	(2009)	115 min	"
Action, Adventure, Sci-Fi            "	6.6	49	318334	$125.32M	McG	/name/nm0629334/?ref_=adv_li_dr_0	Christian Bale	/name/nm0000288/?ref_=adv_li_st_0	Sam Worthington	/name/nm0941777/?ref_=adv_li_st_1
26	(500) Days of Summer	(2009)	95 min	"
Comedy, Drama, Romance            "	7.7	76	437863	$32.39M	Marc Webb	/name/nm1989536/?ref_=adv_li_dr_0	Zooey Deschanel	/name/nm0221046/?ref_=adv_li_st_0	Joseph Gordon-Levitt	/name/nm0330687/?ref_=adv_li_st_1
27	The Proposal	(I) (2009)	108 min	"
Comedy, Drama, Romance            "	6.7	48	270234	$163.96M	Anne Fletcher	/name/nm0281945/?ref_=adv_li_dr_0	Sandra Bullock	/name/nm0000113/?ref_=adv_li_st_0	Ryan Reynolds	/name/nm0005351/?ref_=adv_li_st_1
28	Antichrist	(2009)	108 min	"
Drama, Horror            "	6.6	49	105647	$0.40M	Lars von Trier	/name/nm0001885/?ref_=adv_li_dr_0	Willem Dafoe	/name/nm0000353/?ref_=adv_li_st_0	Charlotte Gainsbourg	/name/nm0001250/?ref_=adv_li_st_1
29	Up in the Air	(I) (2009)	109 min	"
Comedy, Drama, Romance            "	7.4	83	299427	$83.82M	Jason Reitman	/name/nm0718646/?ref_=adv_li_dr_0	George Clooney	/name/nm0000123/?ref_=adv_li_st_0	Vera Farmiga	/name/nm0267812/?ref_=adv_li_st_1
30	2012	(I) (2009)	158 min	"
Action, Adventure, Sci-Fi            "	5.8	49	325587	$166.11M	Roland Emmerich	/name/nm0000386/?ref_=adv_li_dr_0	John Cusack	/name/nm0000131/?ref_=adv_li_st_0	Thandie Newton	/name/nm0628601/?ref_=adv_li_st_1
31	The Imaginarium of Doctor Parnassus	(2009)	123 min	"
Adventure, Comedy, Fantasy            "	6.8	65	138004	$7.69M	Terry Gilliam	/name/nm0000416/?ref_=adv_li_dr_0	Christopher Plummer	/name/nm0001626/?ref_=adv_li_st_0	Lily Cole	/name/nm2178959/?ref_=adv_li_st_1
32	The Human Centipede (First Sequence)	(2009)	92 min	"
Horror            "	4.4	33	67260	$0.18M	Tom Six	/name/nm1519353/?ref_=adv_li_dr_0	Dieter Laser	/name/nm0489504/?ref_=adv_li_st_0	Ashley C. Williams	/name/nm2280521/?ref_=adv_li_st_1
33	Coraline	(2009)	100 min	"
Animation, Drama, Fantasy            "	7.7	80	177207	$75.29M	Henry Selick	/name/nm0783139/?ref_=adv_li_dr_0	Dakota Fanning	/name/nm0266824/?ref_=adv_li_st_0	Teri Hatcher	/name/nm0000159/?ref_=adv_li_st_1
34	Mr. Nobody	(2009)	141 min	"
Drama, Fantasy, Romance            "	7.8	63	195399	$0.00M	Jaco Van Dormael	/name/nm0233757/?ref_=adv_li_dr_0	Jared Leto	/name/nm0001467/?ref_=adv_li_st_0	Sarah Polley	/name/nm0001631/?ref_=adv_li_st_1
35	The Secret in Their Eyes	(2009)	129 min	"
Drama, Mystery, Romance            "	8.2	80	171196	$6.39M	Juan José Campanella	/name/nm0002728/?ref_=adv_li_dr_0	Ricardo Darín	/name/nm0201857/?ref_=adv_li_st_0	Soledad Villamil	/name/nm0897845/?ref_=adv_li_st_1
36	G.I. Joe: The Rise of Cobra	(2009)	118 min	"
Action, Adventure, Sci-Fi            "	5.8	32	190323	$152.27M	Stephen Sommers	/name/nm0814085/?ref_=adv_li_dr_0	Dennis Quaid	/name/nm0000598/?ref_=adv_li_st_0	Channing Tatum	/name/nm1475594/?ref_=adv_li_st_1
37	3 Idiots	(2009)	170 min	"
Comedy, Drama            "	8.4	67	295134	$6.53M	Rajkumar Hirani	/name/nm0386246/?ref_=adv_li_dr_0	Aamir Khan	/name/nm0451148/?ref_=adv_li_st_0	Madhavan	/name/nm0534856/?ref_=adv_li_st_1
38	Jennifer's Body	(2009)	102 min	"
Comedy, Horror            "	5.2	47	105610	$16.20M	Karyn Kusama	/name/nm0476201/?ref_=adv_li_dr_0	Megan Fox	/name/nm1083271/?ref_=adv_li_st_0	Amanda Seyfried	/name/nm1086543/?ref_=adv_li_st_1
39	Fast & Furious	(2009)	107 min	"
Action, Crime, Thriller            "	6.6	46	240423	$155.06M	Justin Lin	/name/nm0510912/?ref_=adv_li_dr_0	Vin Diesel	/name/nm0004874/?ref_=adv_li_st_0	Paul Walker	/name/nm0908094/?ref_=adv_li_st_1
40	The Ugly Truth	(2009)	96 min	"
Comedy, Romance            "	6.5	28	188650	$88.92M	Robert Luketic	/name/nm0525659/?ref_=adv_li_dr_0	Katherine Heigl	/name/nm0001337/?ref_=adv_li_st_0	Gerard Butler	/name/nm0124930/?ref_=adv_li_st_1
41	Dogtooth	(2009)	97 min	"
Drama, Thriller            "	7.3	73	67727	$0.11M	Yorgos Lanthimos	/name/nm0487166/?ref_=adv_li_dr_0	Christos Stergioglou	/name/nm1176651/?ref_=adv_li_st_0	Michele Valley	/name/nm0885091/?ref_=adv_li_st_1
42	Angels & Demons	(2009)	138 min	"
Mystery, Thriller            "	6.7	48	250572	$133.38M	Ron Howard	/name/nm0000165/?ref_=adv_li_dr_0	Tom Hanks	/name/nm0000158/?ref_=adv_li_st_0	Ewan McGregor	/name/nm0000191/?ref_=adv_li_st_1
43	The Princess and the Frog	(2009)	97 min	"
Animation, Adventure, Comedy            "	7.1	73	107915	$104.40M	Ron Clements	/name/nm0166256/?ref_=adv_li_dr_0	Anika Noni Rose	/name/nm0741242/?ref_=adv_li_st_0	Keith David	/name/nm0202966/?ref_=adv_li_st_1
44	Precious	(II) (2009)	110 min	"
Drama            "	7.3	79	99580	$47.40M	Lee Daniels	/name/nm0200005/?ref_=adv_li_dr_0	Gabourey Sidibe	/name/nm2829737/?ref_=adv_li_st_0	Mo'Nique	/name/nm0594898/?ref_=adv_li_st_1
45	The Twilight Saga: New Moon	(2009)	130 min	"
Adventure, Drama, Fantasy            "	4.7	44	246959	$296.62M	Chris Weitz	/name/nm0919363/?ref_=adv_li_dr_0	Kristen Stewart	/name/nm0829576/?ref_=adv_li_st_0	Robert Pattinson	/name/nm1500155/?ref_=adv_li_st_1
46	The Road	(I) (2009)	111 min	"
Adventure, Drama            "	7.3	64	206316	$0.06M	John Hillcoat	/name/nm0384825/?ref_=adv_li_dr_0	Viggo Mortensen	/name/nm0001557/?ref_=adv_li_st_0	Charlize Theron	/name/nm0000234/?ref_=adv_li_st_1
47	G-Force	(2009)	88 min	"
Animation, Action, Adventure            "	5.1	41	38814	$119.44M	Hoyt Yeatman	/name/nm0947087/?ref_=adv_li_dr_0	Will Arnett	/name/nm0004715/?ref_=adv_li_st_0	Penélope Cruz	/name/nm0004851/?ref_=adv_li_st_1
48	Brothers	(I) (2009)	105 min	"
Drama, War            "	7.1	58	102321	$28.50M	Jim Sheridan	/name/nm0006487/?ref_=adv_li_dr_0	Jake Gyllenhaal	/name/nm0350453/?ref_=adv_li_st_0	Natalie Portman	/name/nm0000204/?ref_=adv_li_st_1
49	The Girl with the Dragon Tattoo	(2009)	152 min	"
Crime, Drama, Mystery            "	7.8	76	196853	$10.10M	Niels Arden Oplev	/name/nm0649117/?ref_=adv_li_dr_0	Michael Nyqvist	/name/nm0638824/?ref_=adv_li_st_0	Noomi Rapace	/name/nm0636426/?ref_=adv_li_st_1
50	Cloudy with a Chance of Meatballs	(2009)	90 min	"
Animation, Action, Adventure            "	7.0	66	184374	$124.87M	Phil Lord	/name/nm0520488/?ref_=adv_li_dr_0	Anna Faris	/name/nm0267506/?ref_=adv_li_st_0	Bill Hader	/name/nm0352778/?ref_=adv_li_st_1
51	Transformers: Revenge of the Fallen	(2009)	150 min	"
Action, Adventure, Sci-Fi            "	6.0	35	362763	$402.11M	Michael Bay	/name/nm0000881/?ref_=adv_li_dr_0	Shia LaBeouf	/name/nm0479471/?ref_=adv_li_st_0	Megan Fox	/name/nm1083271/?ref_=adv_li_st_1
52	Obsessed	(2009)	108 min	"
Drama, Romance, Thriller            "	4.9	25	26747	$68.26M	Steve Shill	/name/nm0793455/?ref_=adv_li_dr_0	Beyoncé	/name/nm0461498/?ref_=adv_li_st_0	Idris Elba	/name/nm0252961/?ref_=adv_li_st_1
53	Fantastic Mr. Fox	(2009)	87 min	"
Animation, Adventure, Comedy            "	7.9	83	175151	$21.00M	Wes Anderson	/name/nm0027572/?ref_=adv_li_dr_0	George Clooney	/name/nm0000123/?ref_=adv_li_st_0	Meryl Streep	/name/nm0000658/?ref_=adv_li_st_1
54	Hachi: A Dog's Tale	(2009)	93 min	"
Drama, Family            "	8.1	NA	220549	NA	Lasse Hallström	/name/nm0002120/?ref_=adv_li_dr_0	Richard Gere	/name/nm0000152/?ref_=adv_li_st_0	Joan Allen	/name/nm0000260/?ref_=adv_li_st_1
55	I Love You, Man	(2009)	105 min	"
Comedy, Romance            "	7.0	70	184792	$71.44M	John Hamburg	/name/nm0357453/?ref_=adv_li_dr_0	Paul Rudd	/name/nm0748620/?ref_=adv_li_st_0	Jason Segel	/name/nm0781981/?ref_=adv_li_st_1
56	Alvin and the Chipmunks: The Squeakquel	(2009)	88 min	"
Animation, Comedy, Family            "	4.5	41	38729	$219.61M	Betty Thomas	/name/nm0858525/?ref_=adv_li_dr_0	Jason Lee	/name/nm0005134/?ref_=adv_li_st_0	Zachary Levi	/name/nm1157048/?ref_=adv_li_st_1
57	Triangle	(2009)	99 min	"
Fantasy, Mystery, Thriller            "	6.9	NA	88877	NA	Christopher Smith	/name/nm1247462/?ref_=adv_li_dr_0	Melissa George	/name/nm0313534/?ref_=adv_li_st_0	Joshua McIvor	/name/nm3620280/?ref_=adv_li_st_1
58	Knowing	(2009)	121 min	"
Action, Drama, Mystery            "	6.2	41	207822	$79.96M	Alex Proyas	/name/nm0001639/?ref_=adv_li_dr_0	Nicolas Cage	/name/nm0000115/?ref_=adv_li_st_0	Chandler Canterbury	/name/nm2425105/?ref_=adv_li_st_1
59	The Last House on the Left	(2009)	110 min	"
Horror, Thriller            "	6.6	42	78817	$32.72M	Dennis Iliadis	/name/nm1531934/?ref_=adv_li_dr_0	Garret Dillahunt	/name/nm0226813/?ref_=adv_li_st_0	Monica Potter	/name/nm0005321/?ref_=adv_li_st_1
60	Case 39	(2009)	109 min	"
Horror, Mystery, Thriller            "	6.2	25	70716	$13.25M	Christian Alvart	/name/nm0023355/?ref_=adv_li_dr_0	Renée Zellweger	/name/nm0000250/?ref_=adv_li_st_0	Ian McShane	/name/nm0574534/?ref_=adv_li_st_1
61	Underworld: Rise of the Lycans	(2009)	92 min	"
Action, Adventure, Fantasy            "	6.6	44	141224	$45.80M	Patrick Tatopoulos	/name/nm0851281/?ref_=adv_li_dr_0	Rhona Mitra	/name/nm0593961/?ref_=adv_li_st_0	Michael Sheen	/name/nm0790688/?ref_=adv_li_st_1
62	Gamer	(2009)	95 min	"
Action, Sci-Fi, Thriller            "	5.8	27	124246	$20.49M	Mark Neveldine	/name/nm0004410/?ref_=adv_li_dr_0	Gerard Butler	/name/nm0124930/?ref_=adv_li_st_0	Michael C. Hall	/name/nm0355910/?ref_=adv_li_st_1
63	Dorian Gray	(2009)	112 min	"
Drama, Fantasy, Thriller            "	6.3	NA	57611	NA	Oliver Parker	/name/nm0662529/?ref_=adv_li_dr_0	Ben Barnes	/name/nm1602660/?ref_=adv_li_st_0	Colin Firth	/name/nm0000147/?ref_=adv_li_st_1
64	The Time Traveler's Wife	(2009)	107 min	"
Drama, Fantasy, Romance            "	7.1	47	131883	$63.41M	Robert Schwentke	/name/nm0777881/?ref_=adv_li_dr_0	Eric Bana	/name/nm0051509/?ref_=adv_li_st_0	Rachel McAdams	/name/nm1046097/?ref_=adv_li_st_1
65	A Serious Man	(2009)	106 min	"
Comedy, Drama            "	7.1	79	120770	$9.19M	Ethan Coen	/name/nm0001053/?ref_=adv_li_dr_0	Michael Stuhlbarg	/name/nm0836121/?ref_=adv_li_st_0	Richard Kind	/name/nm0454236/?ref_=adv_li_st_1
66	Dragonball: Evolution	(2009)	85 min	"
Action, Adventure, Fantasy            "	2.6	45	65402	$9.35M	James Wong	/name/nm0939128/?ref_=adv_li_dr_0	Justin Chatwin	/name/nm0154226/?ref_=adv_li_st_0	James Marsters	/name/nm0551346/?ref_=adv_li_st_1
67	Pandorum	(2009)	108 min	"
Action, Horror, Mystery            "	6.8	28	136172	$10.33M	Christian Alvart	/name/nm0023355/?ref_=adv_li_dr_0	Dennis Quaid	/name/nm0000598/?ref_=adv_li_st_0	Ben Foster	/name/nm0004936/?ref_=adv_li_st_1
68	A Perfect Getaway	(2009)	98 min	"
Adventure, Mystery, Thriller            "	6.5	63	63656	$15.48M	David Twohy	/name/nm0878638/?ref_=adv_li_dr_0	Milla Jovovich	/name/nm0000170/?ref_=adv_li_st_0	Steve Zahn	/name/nm0001872/?ref_=adv_li_st_1
69	Chloe	(2009)	96 min	"
Drama, Mystery, Romance            "	6.3	48	64625	$3.07M	Atom Egoyan	/name/nm0000382/?ref_=adv_li_dr_0	Julianne Moore	/name/nm0000194/?ref_=adv_li_st_0	Amanda Seyfried	/name/nm1086543/?ref_=adv_li_st_1
70	Night at the Museum: Battle of the Smithsonian	(2009)	105 min	"
Adventure, Comedy, Family            "	6.0	42	159255	$177.24M	Shawn Levy	/name/nm0506613/?ref_=adv_li_dr_0	Ben Stiller	/name/nm0001774/?ref_=adv_li_st_0	Owen Wilson	/name/nm0005562/?ref_=adv_li_st_1
71	Pirate Radio	(2009)	117 min	"
Comedy, Drama, Music            "	7.4	58	101077	$7.99M	Richard Curtis	/name/nm0193485/?ref_=adv_li_dr_0	Philip Seymour Hoffman	/name/nm0000450/?ref_=adv_li_st_0	Bill Nighy	/name/nm0631490/?ref_=adv_li_st_1
72	State of Play	(2009)	127 min	"
Crime, Drama, Mystery            "	7.1	64	126386	$37.02M	Kevin Macdonald	/name/nm0531817/?ref_=adv_li_dr_0	Russell Crowe	/name/nm0000128/?ref_=adv_li_st_0	Rachel McAdams	/name/nm1046097/?ref_=adv_li_st_1
73	A Single Man	(2009)	99 min	"
Drama, Romance            "	7.6	77	98878	$9.17M	Tom Ford	/name/nm1053530/?ref_=adv_li_dr_0	Colin Firth	/name/nm0000147/?ref_=adv_li_st_0	Julianne Moore	/name/nm0000194/?ref_=adv_li_st_1
74	Drag Me to Hell	(2009)	99 min	"
Horror, Thriller            "	6.6	83	176158	$42.10M	Sam Raimi	/name/nm0000600/?ref_=adv_li_dr_0	Alison Lohman	/name/nm0517844/?ref_=adv_li_st_0	Justin Long	/name/nm0519043/?ref_=adv_li_st_1
75	The Uninvited	(2009)	87 min	"
Drama, Horror, Mystery            "	6.4	43	71251	$28.57M	Charles Guard	/name/nm0345294/?ref_=adv_li_dr_0	Emily Browning	/name/nm0115161/?ref_=adv_li_st_0	Arielle Kebbel	/name/nm0444223/?ref_=adv_li_st_1
76	The Unborn	(2009)	88 min	"
Drama, Horror, Mystery            "	4.8	30	46612	$42.67M	David S. Goyer	/name/nm0333060/?ref_=adv_li_dr_0	Odette Annable	/name/nm0951148/?ref_=adv_li_st_0	Gary Oldman	/name/nm0000198/?ref_=adv_li_st_1
77	Ghosts of Girlfriends Past	(2009)	100 min	"
Comedy, Fantasy, Romance            "	5.8	34	77267	$55.25M	Mark Waters	/name/nm0914134/?ref_=adv_li_dr_0	Matthew McConaughey	/name/nm0000190/?ref_=adv_li_st_0	Jennifer Garner	/name/nm0004950/?ref_=adv_li_st_1
78	Invictus	(2009)	134 min	"
Biography, Drama, History            "	7.3	74	140125	$37.49M	Clint Eastwood	/name/nm0000142/?ref_=adv_li_dr_0	Morgan Freeman	/name/nm0000151/?ref_=adv_li_st_0	Matt Damon	/name/nm0000354/?ref_=adv_li_st_1
79	The Invention of Lying	(2009)	100 min	"
Comedy, Fantasy, Romance            "	6.4	58	106602	$18.44M	Ricky Gervais	/name/nm0315041/?ref_=adv_li_dr_0	Ricky Gervais	/name/nm0315041/?ref_=adv_li_st_0	Jennifer Garner	/name/nm0004950/?ref_=adv_li_st_1
80	9	(I) (2009)	79 min	"
Animation, Action, Adventure            "	7.1	60	125109	$31.74M	Shane Acker	/name/nm0009942/?ref_=adv_li_dr_0	Elijah Wood	/name/nm0000704/?ref_=adv_li_st_0	Jennifer Connelly	/name/nm0000124/?ref_=adv_li_st_1
81	Monsters vs. Aliens	(2009)	94 min	"
Animation, Action, Adventure            "	6.5	56	134617	$198.35M	Rob Letterman	/name/nm1224299/?ref_=adv_li_dr_0	Reese Witherspoon	/name/nm0000702/?ref_=adv_li_st_0	Rainn Wilson	/name/nm0933988/?ref_=adv_li_st_1
82	Push	(2009)	111 min	"
Action, Sci-Fi, Thriller            "	6.1	36	100016	$31.81M	Paul McGuigan	/name/nm0006476/?ref_=adv_li_dr_0	Camilla Belle	/name/nm0004741/?ref_=adv_li_st_0	Dakota Fanning	/name/nm0266824/?ref_=adv_li_st_1
83	The Boondock Saints II: All Saints Day	(2009)	118 min	"
Action, Crime, Thriller            "	6.3	24	58428	$10.27M	Troy Duffy	/name/nm0240627/?ref_=adv_li_dr_0	Sean Patrick Flanery	/name/nm0001218/?ref_=adv_li_st_0	Norman Reedus	/name/nm0005342/?ref_=adv_li_st_1
84	Daybreakers	(2009)	98 min	"
Action, Fantasy, Horror            "	6.5	57	116160	$30.10M	Michael Spierig	/name/nm1294961/?ref_=adv_li_dr_0	Ethan Hawke	/name/nm0000160/?ref_=adv_li_st_0	Willem Dafoe	/name/nm0000353/?ref_=adv_li_st_1
85	An Education	(2009)	100 min	"
Drama            "	7.3	85	122690	$12.57M	Lone Scherfig	/name/nm0771054/?ref_=adv_li_dr_0	Carey Mulligan	/name/nm1659547/?ref_=adv_li_st_0	Peter Sarsgaard	/name/nm0765597/?ref_=adv_li_st_1
86	Nine	(2009)	118 min	"
Drama, Musical, Romance            "	5.8	49	40642	$19.66M	Rob Marshall	/name/nm0551128/?ref_=adv_li_dr_0	Daniel Day-Lewis	/name/nm0000358/?ref_=adv_li_st_0	Marion Cotillard	/name/nm0182839/?ref_=adv_li_st_1
87	My Sister's Keeper	(2009)	109 min	"
Drama, Family            "	7.4	51	84506	$49.20M	Nick Cassavetes	/name/nm0001024/?ref_=adv_li_dr_0	Cameron Diaz	/name/nm0000139/?ref_=adv_li_st_0	Abigail Breslin	/name/nm1113550/?ref_=adv_li_st_1
